order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct
O010293,2024-01-06,C01320,P0028,1,707.58,0.0
O011529,2024-01-06,C00580,P0022,1,279.91,0.13
O011529,2024-01-06,C00580,P0039,1,73.24,0.0
O011529,2024-01-06,C00580,P0020,1,250.67,0.0
O013441,2024-01-06,C00903,P0025,1,164.23,0.0
O014499,2024-01-06,C00655,P0039,1,73.24,0.11
O014499,2024-01-06,C00655,P0028,1,707.58,0.0
O014499,2024-01-06,C00655,P0032,1,130.18,0.0
O014499,2024-01-06,C00655,P0004,1,5897.93,0.0
O014901,2024-01-06,C00360,P0031,2,421.61,0.0
O016828,2024-01-06,C00163,P0056,5,92.75,0.0
O000600,2024-01-07,C00946,P0054,1,314.97,0.0
O002825,2024-01-07,C01086,P0036,1,372.04,0.0
O003002,2024-01-07,C01119,P0025,1,164.23,0.0
O005347,2024-01-07,C00183,P0015,1,58.99,0.0
O005347,2024-01-07,C00183,P0011,2,335.89,0.0
O007360,2024-01-07,C00288,P0031,2,421.61,0.0
O007360,2024-01-07,C00288,P0011,1,335.89,0.0
O007360,2024-01-07,C00288,P0053,1,181.61,0.0
O011251,2024-01-07,C00250,P0045,1,220.35,0.0
O012637,2024-01-07,C00806,P0031,2,421.61,0.0
O012637,2024-01-07,C00806,P0006,2,5192.19,0.0
O012637,2024-01-07,C00806,P0041,1,176.09,0.0
O016348,2024-01-07,C00818,P0023,1,173.85,0.0
O016411,2024-01-07,C00479,P0045,5,220.35,0.0
O003259,2024-01-08,C00248,P0053,2,181.61,0.14
O003259,2024-01-08,C00248,P0005,1,5384.27,0.0
O003259,2024-01-08,C00248,P0034,1,253.6,0.0
O005520,2024-01-08,C00128,P0003,2,2558.81,0.0
O005576,2024-01-08,C01127,P0041,3,176.09,0.0
O005576,2024-01-08,C01127,P0035,1,81.6,0.0
O008532,2024-01-08,C00698,P0050,1,241.01,0.19
O008532,2024-01-08,C00698,P0013,1,162.09,0.0
O008532,2024-01-08,C00698,P0038,2,329.15,0.0
O008532,2024-01-08,C00698,P0041,1,176.09,0.0
O010087,2024-01-08,C01375,P0007,2,263.61,0.17
O010087,2024-01-08,C01375,P0002,1,3873.05,0.0
O010355,2024-01-08,C00825,P0025,3,164.23,0.07
O015240,2024-01-08,C00967,P0031,1,421.61,0.0
O017010,2024-01-08,C00456,P0011,1,335.89,0.0
O017010,2024-01-08,C00456,P0011,2,335.89,0.0
O017110,2024-01-08,C01407,P0048,1,236.48,0.19
O017774,2024-01-08,C00316,P0033,1,218.91,0.0
O017774,2024-01-08,C00316,P0056,1,92.75,0.0
O017774,2024-01-08,C00316,P0027,2,457.48,0.0
O017961,2024-01-08,C01322,P0046,5,280.9,0.0
O017961,2024-01-08,C01322,P0039,2,73.24,0.0
O001859,2024-01-09,C00344,P0007,1,263.61,0.0
O003913,2024-01-09,C00824,P0037,1,224.17,0.0
O003913,2024-01-09,C00824,P0007,1,263.61,0.07
O003913,2024-01-09,C00824,P0058,1,153.41,0.0
O004235,2024-01-09,C01177,P0048,1,236.48,0.0
O004235,2024-01-09,C01177,P0011,2,335.89,0.0
O004235,2024-01-09,C01177,P0036,1,372.04,0.0
O004235,2024-01-09,C01177,P0061,1,159.11,0.0
O004565,2024-01-09,C00243,P0024,1,377.55,0.0
O004565,2024-01-09,C00243,P0005,2,5384.27,0.0
O006668,2024-01-09,C00246,P0053,2,181.61,0.0
O007120,2024-01-09,C00082,P0023,5,173.85,0.17
O007120,2024-01-09,C00082,P0062,1,78.89,0.0
O007511,2024-01-09,C00430,P0047,1,166.79,0.0
O007511,2024-01-09,C00430,P0024,1,377.55,0.0
O007530,2024-01-09,C00739,P0015,1,58.99,0.0
O007530,2024-01-09,C00739,P0045,1,220.35,0.0
O007873,2024-01-09,C01261,P0008,1,401.37,0.0
O009252,2024-01-09,C00299,P0062,2,78.89,0.0
O010157,2024-01-09,C00686,P0013,1,162.09,0.0
O010157,2024-01-09,C00686,P0042,1,1937.41,0.0
O010157,2024-01-09,C00686,P0062,1,78.89,0.0
O010157,2024-01-09,C00686,P0031,1,421.61,0.0
O012984,2024-01-09,C00251,P0058,2,153.41,0.0
O012984,2024-01-09,C00251,P0025,2,164.23,0.0
O013994,2024-01-09,C00620,P0020,1,250.67,0.0
O013994,2024-01-09,C00620,P0027,5,457.48,0.0
O013994,2024-01-09,C00620,P0041,1,176.09,0.0
O015127,2024-01-09,C00213,P0057,1,135.82,0.06
O017321,2024-01-09,C00817,P0025,1,164.23,0.0
O017593,2024-01-09,C01119,P0022,2,279.91,0.2
O017593,2024-01-09,C01119,P0013,1,162.09,0.0
O000872,2024-01-10,C00861,P0054,1,314.97,0.0
O003872,2024-01-10,C00675,P0050,2,241.01,0.0
O003872,2024-01-10,C00675,P0046,2,280.9,0.0
O004954,2024-01-10,C01287,P0038,2,329.15,0.0
O007066,2024-01-10,C01204,P0034,2,253.6,0.0
O007389,2024-01-10,C00737,P0001,1,2389.01,0.0
O007893,2024-01-10,C01422,P0040,1,202.57,0.0
O007893,2024-01-10,C01422,P0049,1,87.48,0.0
O011083,2024-01-10,C00883,P0009,1,362.63,0.18
O012118,2024-01-10,C00809,P0003,1,2558.81,0.0
O012334,2024-01-10,C00921,P0001,1,2389.01,0.0
O013618,2024-01-10,C00900,P0028,1,707.58,0.19
O015274,2024-01-10,C01369,P0054,2,314.97,0.1
O015274,2024-01-10,C01369,P0008,1,401.37,0.0
O015274,2024-01-10,C01369,P0045,1,220.35,0.12
O015274,2024-01-10,C01369,P0045,3,220.35,0.0
O015547,2024-01-10,C01011,P0039,5,73.24,0.0
O016049,2024-01-10,C00229,P0043,2,1429.14,0.0
O000358,2024-01-11,C01202,P0011,2,335.89,0.0
O000358,2024-01-11,C01202,P0019,1,259.77,0.0
O000782,2024-01-11,C00864,P0025,3,164.23,0.1
O001324,2024-01-11,C00185,P0031,1,421.61,0.0
O002112,2024-01-11,C00029,P0022,1,279.91,0.0
O002112,2024-01-11,C00029,P0033,1,218.91,0.13
O004527,2024-01-11,C00203,P0034,1,253.6,0.0
O006245,2024-01-11,C00513,P0028,1,707.58,0.0
O007367,2024-01-11,C01477,P0043,1,1429.14,0.14
O007367,2024-01-11,C01477,P0016,1,115.24,0.0
O007367,2024-01-11,C01477,P0032,1,130.18,0.0
O007463,2024-01-11,C01022,P0030,3,579.21,0.1
O009047,2024-01-11,C00994,P0025,2,164.23,0.17
O010704,2024-01-11,C01376,P0054,1,314.97,0.0
O010704,2024-01-11,C01376,P0012,3,233.19,0.0
O010704,2024-01-11,C01376,P0062,1,78.89,0.12
O010704,2024-01-11,C01376,P0039,1,73.24,0.12
O011126,2024-01-11,C00450,P0036,2,372.04,0.06
O011420,2024-01-11,C00050,P0047,1,166.79,0.0
O011615,2024-01-11,C00463,P0011,3,335.89,0.0
O012212,2024-01-11,C00413,P0051,1,123.47,0.05
O012212,2024-01-11,C00413,P0039,3,73.24,0.0
O012212,2024-01-11,C00413,P0053,5,181.61,0.0
O014669,2024-01-11,C00293,P0001,2,2389.01,0.0
O014669,2024-01-11,C00293,P0050,1,241.01,0.14
O015574,2024-01-11,C00965,P0059,1,37.28,0.0
O015574,2024-01-11,C00965,P0051,1,123.47,0.0
O015574,2024-01-11,C00965,P0042,1,1937.41,0.18
O015574,2024-01-11,C00965,P0029,1,896.65,0.0
O017603,2024-01-11,C00233,P0001,1,2389.01,0.0
O000002,2024-01-12,C00087,P0046,1,280.9,0.0
O000002,2024-01-12,C00087,P0046,1,280.9,0.0
O000510,2024-01-12,C01051,P0047,1,166.79,0.0
O001350,2024-01-12,C01362,P0011,1,335.89,0.0
O001841,2024-01-12,C00393,P0049,1,87.48,0.0
O001841,2024-01-12,C00393,P0031,1,421.61,0.0
O001883,2024-01-12,C00218,P0027,2,457.48,0.0
O002283,2024-01-12,C01256,P0060,1,136.4,0.0
O002833,2024-01-12,C00082,P0011,1,335.89,0.0
O002833,2024-01-12,C00082,P0054,1,314.97,0.0
O002833,2024-01-12,C00082,P0021,1,168.83,0.0
O002922,2024-01-12,C00015,P0008,1,401.37,0.0
O002922,2024-01-12,C00015,P0061,1,159.11,0.0
O002922,2024-01-12,C00015,P0043,1,1429.14,0.0
O004993,2024-01-12,C00110,P0005,1,5384.27,0.07
O005724,2024-01-12,C01307,P0051,1,123.47,0.0
O007190,2024-01-12,C00930,P0002,1,3873.05,0.18
O007317,2024-01-12,C00034,P0043,2,1429.14,0.0
O007317,2024-01-12,C00034,P0061,1,159.11,0.18
O007317,2024-01-12,C00034,P0060,2,136.4,0.0
O007875,2024-01-12,C00812,P0005,1,5384.27,0.0
O008078,2024-01-12,C00325,P0055,1,120.34,0.0
O008078,2024-01-12,C00325,P0050,1,241.01,0.16
O008078,2024-01-12,C00325,P0039,2,73.24,0.0
O008817,2024-01-12,C00523,P0047,1,166.79,0.0
O008817,2024-01-12,C00523,P0059,2,37.28,0.0
O010446,2024-01-12,C00683,P0009,1,362.63,0.0
O012864,2024-01-12,C01409,P0059,1,37.28,0.15
O013524,2024-01-12,C00400,P0023,1,173.85,0.0
O014951,2024-01-12,C01309,P0062,1,78.89,0.17
O014951,2024-01-12,C01309,P0004,1,5897.93,0.2
O014951,2024-01-12,C01309,P0061,3,159.11,0.0
O015352,2024-01-12,C01383,P0046,3,280.9,0.0
O016011,2024-01-12,C00161,P0006,1,5192.19,0.05
O017204,2024-01-12,C00689,P0032,1,130.18,0.0
O000455,2024-01-13,C01487,P0008,1,401.37,0.0
O000455,2024-01-13,C01487,P0051,1,123.47,0.06
O000455,2024-01-13,C01487,P0054,1,314.97,0.0
O001417,2024-01-13,C01383,P0054,1,314.97,0.08
O003649,2024-01-13,C01247,P0037,1,224.17,0.14
O003665,2024-01-13,C00915,P0050,1,241.01,0.17
O003665,2024-01-13,C00915,P0061,1,159.11,0.0
O003813,2024-01-13,C01452,P0033,1,218.91,0.0
O003813,2024-01-13,C01452,P0008,1,401.37,0.0
O004683,2024-01-13,C01404,P0041,2,176.09,0.0
O004683,2024-01-13,C01404,P0025,2,164.23,0.11
O006772,2024-01-13,C00957,P0044,1,2005.1,0.17
O006772,2024-01-13,C00957,P0040,1,202.57,0.0
O006772,2024-01-13,C00957,P0057,1,135.82,0.0
O006772,2024-01-13,C00957,P0059,2,37.28,0.0
O008391,2024-01-13,C01283,P0050,3,241.01,0.0
O009323,2024-01-13,C00082,P0061,1,159.11,0.0
O011152,2024-01-13,C00708,P0008,1,401.37,0.19
O011152,2024-01-13,C00708,P0030,3,579.21,0.0
O012678,2024-01-13,C00910,P0062,1,78.89,0.0
O013189,2024-01-13,C01336,P0022,1,279.91,0.0
O013189,2024-01-13,C01336,P0040,1,202.57,0.19
O014145,2024-01-13,C00943,P0053,3,181.61,0.16
O015563,2024-01-13,C00826,P0028,1,707.58,0.0
O015724,2024-01-13,C00253,P0010,1,224.44,0.0
O015724,2024-01-13,C00253,P0055,2,120.34,0.0
O015724,2024-01-13,C00253,P0007,1,263.61,0.0
O015943,2024-01-13,C01315,P0015,1,58.99,0.0
O001084,2024-01-14,C00692,P0048,1,236.48,0.0
O001084,2024-01-14,C00692,P0022,3,279.91,0.0
O001084,2024-01-14,C00692,P0020,1,250.67,0.14
O001084,2024-01-14,C00692,P0016,2,115.24,0.19
O001610,2024-01-14,C00045,P0021,1,168.83,0.15
O004311,2024-01-14,C00705,P0060,1,136.4,0.0
O004994,2024-01-14,C01345,P0022,1,279.91,0.0
O005214,2024-01-14,C00891,P0055,1,120.34,0.0
O007174,2024-01-14,C01339,P0041,1,176.09,0.08
O007174,2024-01-14,C01339,P0016,1,115.24,0.0
O007174,2024-01-14,C01339,P0026,3,118.22,0.15
O007832,2024-01-14,C00224,P0028,2,707.58,0.0
O009311,2024-01-14,C00626,P0036,1,372.04,0.12
O009528,2024-01-14,C00463,P0036,1,372.04,0.0
O010129,2024-01-14,C00385,P0030,1,579.21,0.0
O011588,2024-01-14,C00460,P0042,2,1937.41,0.0
O012705,2024-01-14,C01360,P0039,1,73.24,0.0
O012705,2024-01-14,C01360,P0062,1,78.89,0.0
O012705,2024-01-14,C01360,P0050,1,241.01,0.15
O013237,2024-01-14,C00963,P0043,1,1429.14,0.0
O013813,2024-01-14,C00566,P0050,1,241.01,0.0
O013813,2024-01-14,C00566,P0023,1,173.85,0.18
O000202,2024-01-15,C00198,P0059,3,37.28,0.1
O000202,2024-01-15,C00198,P0015,1,58.99,0.0
O001232,2024-01-15,C00379,P0004,2,5897.93,0.0
O003204,2024-01-15,C00553,P0009,1,362.63,0.0
O004649,2024-01-15,C00522,P0055,2,120.34,0.08
O004649,2024-01-15,C00522,P0013,2,162.09,0.05
O004649,2024-01-15,C00522,P0024,1,377.55,0.0
O004649,2024-01-15,C00522,P0016,1,115.24,0.0
O004813,2024-01-15,C00824,P0015,2,58.99,0.0
O005505,2024-01-15,C00737,P0055,1,120.34,0.0
O005957,2024-01-15,C01314,P0041,2,176.09,0.0
O008316,2024-01-15,C00758,P0055,5,120.34,0.0
O009140,2024-01-15,C00575,P0025,1,164.23,0.0
O009140,2024-01-15,C00575,P0008,2,401.37,0.0
O010018,2024-01-15,C00090,P0008,1,401.37,0.0
O010388,2024-01-15,C00865,P0047,1,166.79,0.0
O017124,2024-01-15,C00874,P0033,1,218.91,0.0
O017124,2024-01-15,C00874,P0023,1,173.85,0.0
O017124,2024-01-15,C00874,P0015,1,58.99,0.0
O017514,2024-01-15,C00379,P0044,1,2005.1,0.0
O017514,2024-01-15,C00379,P0062,1,78.89,0.0
O000066,2024-01-16,C00413,P0021,1,168.83,0.0
O000066,2024-01-16,C00413,P0007,2,263.61,0.1
O001499,2024-01-16,C01011,P0028,1,707.58,0.0
O002965,2024-01-16,C00405,P0057,1,135.82,0.14
O003116,2024-01-16,C01186,P0006,2,5192.19,0.0
O004480,2024-01-16,C00011,P0029,1,896.65,0.0
O004659,2024-01-16,C00007,P0057,1,135.82,0.14
O005178,2024-01-16,C00261,P0033,2,218.91,0.0
O006044,2024-01-16,C00928,P0002,1,3873.05,0.0
O007170,2024-01-16,C01161,P0050,1,241.01,0.06
O007170,2024-01-16,C01161,P0032,1,130.18,0.0
O008376,2024-01-16,C01026,P0006,5,5192.19,0.0
O012501,2024-01-16,C00473,P0041,2,176.09,0.0
O013460,2024-01-16,C00896,P0062,1,78.89,0.0
O013488,2024-01-16,C00420,P0033,1,218.91,0.0
O013488,2024-01-16,C00420,P0021,1,168.83,0.0
O013488,2024-01-16,C00420,P0061,1,159.11,0.2
O013488,2024-01-16,C00420,P0022,1,279.91,0.0
O016301,2024-01-16,C01253,P0043,1,1429.14,0.0
O016301,2024-01-16,C01253,P0014,2,156.55,0.0
O000689,2024-01-17,C00629,P0024,1,377.55,0.0
O000689,2024-01-17,C00629,P0021,1,168.83,0.0
O000839,2024-01-17,C01074,P0050,1,241.01,0.0
O000839,2024-01-17,C01074,P0028,1,707.58,0.0
O000839,2024-01-17,C01074,P0005,3,5384.27,0.0
O001947,2024-01-17,C00249,P0038,1,329.15,0.0
O003431,2024-01-17,C00992,P0039,1,73.24,0.0
O005588,2024-01-17,C00986,P0009,1,362.63,0.0
O005588,2024-01-17,C00986,P0009,1,362.63,0.11
O007512,2024-01-17,C01200,P0030,1,579.21,0.0
O007512,2024-01-17,C01200,P0005,1,5384.27,0.0
O011821,2024-01-17,C01337,P0025,3,164.23,0.0
O013641,2024-01-17,C00320,P0039,1,73.24,0.0
O013641,2024-01-17,C00320,P0053,1,181.61,0.0
O015201,2024-01-17,C01048,P0010,1,224.44,0.0
O016431,2024-01-17,C00638,P0022,1,279.91,0.0
O017944,2024-01-17,C00589,P0011,1,335.89,0.0
O000904,2024-01-18,C01461,P0020,1,250.67,0.17
O000904,2024-01-18,C01461,P0036,2,372.04,0.0
O000904,2024-01-18,C01461,P0041,2,176.09,0.0
O002746,2024-01-18,C00857,P0034,1,253.6,0.0
O003776,2024-01-18,C00662,P0014,1,156.55,0.0
O003776,2024-01-18,C00662,P0020,1,250.67,0.0
O003776,2024-01-18,C00662,P0056,1,92.75,0.15
O004695,2024-01-18,C00585,P0013,2,162.09,0.0
O004695,2024-01-18,C00585,P0036,2,372.04,0.0
O004695,2024-01-18,C00585,P0061,1,159.11,0.0
O004695,2024-01-18,C00585,P0025,2,164.23,0.16
O005320,2024-01-18,C00593,P0004,3,5897.93,0.0
O007308,2024-01-18,C00358,P0007,1,263.61,0.0
O007308,2024-01-18,C00358,P0023,1,173.85,0.0
O007308,2024-01-18,C00358,P0051,1,123.47,0.0
O007308,2024-01-18,C00358,P0042,1,1937.41,0.12
O009729,2024-01-18,C00246,P0051,2,123.47,0.13
O010775,2024-01-18,C00365,P0045,1,220.35,0.0
O010775,2024-01-18,C00365,P0038,1,329.15,0.0
O013325,2024-01-18,C00894,P0039,1,73.24,0.0
O013325,2024-01-18,C00894,P0003,1,2558.81,0.0
O013588,2024-01-18,C00131,P0058,5,153.41,0.0
O013588,2024-01-18,C00131,P0060,3,136.4,0.0
O014416,2024-01-18,C00018,P0026,2,118.22,0.19
O015805,2024-01-18,C01044,P0061,1,159.11,0.11
O015805,2024-01-18,C01044,P0041,1,176.09,0.0
O015994,2024-01-18,C00531,P0041,1,176.09,0.0
O015994,2024-01-18,C00531,P0049,2,87.48,0.0
O017175,2024-01-18,C01465,P0041,1,176.09,0.0
O017243,2024-01-18,C00204,P0013,1,162.09,0.0
O017348,2024-01-18,C00196,P0013,1,162.09,0.0
O017348,2024-01-18,C00196,P0056,2,92.75,0.0
O017348,2024-01-18,C00196,P0038,1,329.15,0.0
O017348,2024-01-18,C00196,P0043,1,1429.14,0.0
O017642,2024-01-18,C01166,P0038,1,329.15,0.0
O017642,2024-01-18,C01166,P0047,1,166.79,0.0
O017642,2024-01-18,C01166,P0053,3,181.61,0.0
O017642,2024-01-18,C01166,P0053,1,181.61,0.0
O004142,2024-01-19,C00741,P0062,1,78.89,0.0
O005946,2024-01-19,C00040,P0016,1,115.24,0.0
O005946,2024-01-19,C00040,P0020,1,250.67,0.0
O007453,2024-01-19,C01204,P0025,1,164.23,0.0
O007453,2024-01-19,C01204,P0054,1,314.97,0.0
O008664,2024-01-19,C01392,P0034,1,253.6,0.0
O009456,2024-01-19,C00340,P0015,1,58.99,0.1
O012235,2024-01-19,C01130,P0047,1,166.79,0.0
O012235,2024-01-19,C01130,P0013,1,162.09,0.0
O012235,2024-01-19,C01130,P0016,2,115.24,0.17
O013862,2024-01-19,C00670,P0038,2,329.15,0.0
O014052,2024-01-19,C00488,P0023,1,173.85,0.0
O014827,2024-01-19,C00845,P0054,1,314.97,0.0
O014827,2024-01-19,C00845,P0028,3,707.58,0.15
O017048,2024-01-19,C00595,P0050,1,241.01,0.0
O004380,2024-01-20,C00328,P0046,1,280.9,0.0
O005304,2024-01-20,C01254,P0038,5,329.15,0.0
O005304,2024-01-20,C01254,P0038,1,329.15,0.0
